1000
499495.000000	0.000000
525.572224	-10794.145868
-8007.035776	-3172.888287
7108.277165	5927.435794
-888.301160	11965.922824
-4221.305042	8553.002490
-7217.070752	-4613.942585
-625.833198	12710.571476
-5594.906210	-7003.510497
1653.168381	-3725.084171
1354.152885	3231.021387
2476.614408	-3604.424792
4795.227002	14389.016139
-6725.451898	9384.548402
37.993623	-5257.267138
15792.050851	-14702.469821
4230.328149	4131.755865
150.513056	4310.499870
5599.648240	2503.353331
-5095.716081	-10490.701021
-5641.312463	-3364.832161
6825.793428	-12558.556585
-3033.816850	-5366.531012
7394.441498	2861.601121
1829.531088	8419.756248
-6374.012051	-20926.319350
-13270.812916	712.961915
-594.878882	-4405.236785
15251.323093	986.205523
3109.053383	9376.566335
-11241.333613	3331.968618
3575.264341	-2814.638079
-3193.384780	5772.263907
559.228043	1129.219039
3248.182477	8385.739463
-4314.146730	5894.530177
-2041.239830	-3652.406538
2591.676736	-1109.100513
-3837.768504	5005.240068
5894.712690	176.734768
5574.219874	-14817.150739
-4229.357348	10541.444792
-9828.597731	-5119.821640
9987.003184	-7637.626236
-5454.734648	2630.771060
15021.889468	-3726.259798
3923.571259	-11268.646497
4652.165687	-12185.282355
5566.201542	4465.890433
2476.242753	-2506.556621
-2554.913387	4582.218031
-4151.368040	7938.987263
1183.396724	-5398.788124
4751.646536	-5163.921808
-12101.103968	7185.693629
6773.917783	-9722.064933
3150.023131	-69.847388
5552.843678	6205.412398
-1709.204960	-9492.304912
5926.662234	-6357.569393
-3031.021614	2605.925124
-10201.730163	-4579.057075
306.990419	2334.758466
-515.603479	-12963.292005
-490.963096	5895.011766
-3399.437065	-7642.775675
6062.501505	9688.060232
-1199.664111	7463.369633
1714.576237	7585.954031
2639.078576	-459.478286
9127.886225	-4396.620472
8887.236087	-3927.432641
5651.860655	-3728.379201
-4243.404918	-7149.433503
-117.813685	581.133395
5042.830349	-1754.352400
8139.092233	-1960.178079
-3630.279915	3017.022437
-8451.802303	-1527.438664
-3259.264561	-5729.209151
3866.116750	-13481.772712
-18000.056728	-2835.891402
3115.048292	-1783.219021
-4211.557122	-1615.131745
-2668.747265	-659.484258
6965.236676	1535.655399
-9814.495106	1553.763745
5220.574628	-11289.736021
2944.466684	8415.163092
-1404.683998	-8829.948283
-4344.616470	-141.772274
7080.147643	2088.060957
1654.933836	-215.176686
13420.741760	-6311.171970
3071.452901	-933.058362
-9931.201090	-3919.921463
-15276.409573	-12387.483868
5860.197762	-12705.126384
-1504.870805	-8376.371583
3622.256180	6838.739052
10496.912956	-5942.952084
-7093.756852	-3952.997163
-5076.830850	-1751.626056
2442.254151	-1666.899885
6318.434385	-5100.102772
-16155.828843	7104.590234
7241.657699	6692.575855
-7415.168138	-5835.092059
1005.156069	5380.247414
9800.545608	-334.083933
345.708537	8342.828658
10127.877253	7608.596551
-8827.502018	-2316.892485
5551.089203	-8069.788194
-7161.358505	6639.944686
-4385.393985	3972.933349
-6186.493158	286.554364
4235.575229	4738.214799
8741.216942	-3742.501614
-9771.841941	4717.217401
1097.619972	7092.930895
-5153.296598	-6782.601460
3416.727390	-8306.164018
-6598.820195	-1334.575647
4180.094076	-9579.520288
2099.249381	8243.894042
1149.124924	247.108943
7805.596160	1891.497950
8565.113600	8989.997815
-3026.168191	-3762.720545
-14096.396704	4012.561731
5061.062988	-10456.505157
-1497.192763	2587.473286
-778.998675	1150.160307
1514.854449	10250.364330
14214.955096	-10035.206649
-3436.718443	-14013.987013
-4005.934956	-7330.374408
-2275.179187	3887.810338
21020.797514	1043.140971
1272.666656	-3323.990662
-7666.052132	-3256.799188
-2037.007834	-9238.444336
-10180.960320	-6749.849891
-3739.795361	4883.389774
-2135.310172	-7775.415227
-3956.009507	-9547.889723
-2187.032615	-8685.410949
3133.487406	607.048497
10564.124836	4604.935371
-84.596952	-4516.408454
1844.915958	3906.538864
-11690.238173	961.946313
-15211.210075	396.471139
-2860.176506	-11374.807912
1717.003246	-2633.126393
4496.832917	-1257.687889
782.843747	-2761.270265
-1662.479287	5455.310618
-8233.046297	8460.237428
-454.681404	-5768.042211
5928.421791	5972.265657
3031.771856	4272.354599
11311.142730	-11407.847204
-923.077973	5490.823132
-296.776943	-1981.823645
-3220.752837	-16500.612687
3789.899818	-4584.781914
1572.474797	-7659.983458
11573.225177	-9408.487622
-930.255399	3705.815746
5387.815990	-9377.434220
-7316.741027	-409.592966
-14812.112156	-9275.875833
2289.454994	-1975.885138
-7359.213866	-3103.631392
-2137.584362	1152.381338
-5209.513801	-11628.870066
1096.146986	3651.974315
-2507.941276	1534.226957
-2222.708387	6872.585239
-2185.155319	-2042.365370
3084.843359	-6578.833239
11788.337952	9283.019401
2763.034200	1019.716912
-5389.519153	2027.858884
2971.495723	6851.013613
-11866.708821	-2489.903482
2276.743090	6097.135865
1702.364655	-2107.631954
107.868328	4230.382194
15106.979233	2308.351388
7601.761272	-3568.888201
1206.797015	-950.615382
-5442.618761	9405.891152
-1999.310455	11871.245713
6543.119883	8810.627886
710.326888	4285.923529
2267.425522	-2108.749173
415.962544	-5929.693052
